today,yesterday,same_day_last_week,avg_last_week,avg_last_month,diff_yesterday,diff_same_day_last_week,diff_avg_last_week,diff_avg_last_month
1.0,0.4310437309062015,0.6339990233315564,0.5853286758837585,0.5877170088086929,0.20438406239325488,0.30205901842529453,0.20885360152691934,0.31918941230363024
0.4310437309062015,1.0,0.8669804266726998,0.9536274539019097,0.9142958652907794,-0.3652342765816373,-0.49738735663699835,-0.44525878663188934,-0.36835658204990984
0.6339990233315564,0.8669804266726998,1.0,0.9639443606608272,0.9578163369081187,-0.03783431387789334,-0.3891067093446668,-0.2551023953890796,-0.21568328363653982
0.5853286758837585,0.9536274539019097,0.9639443606608272,1.0,0.9787517477750765,-0.18689217000775213,-0.43550497706200425,-0.36638915891162427,-0.2951138053973213
0.5877170088086929,0.9142958652907794,0.9578163369081187,0.9787517477750765,1.0,-0.08737365291560821,-0.4119981468048902,-0.30083884561369584,-0.29138690711115084
0.20438406239325488,-0.3652342765816373,-0.03783431387789334,-0.18689217000775213,-0.08737365291560821,1.0,0.25105025495849564,0.3468849531563369,0.31704809521644467
0.30205901842529453,-0.49738735663699835,-0.3891067093446668,-0.43550497706200425,-0.4119981468048902,0.25105025495849564,1.0,0.7110516945414318,0.809050683940171
0.20885360152691934,-0.44525878663188934,-0.2551023953890796,-0.36638915891162427,-0.30083884561369584,0.3468849531563369,0.7110516945414318,1.0,0.891699461577387
0.31918941230363024,-0.36835658204990984,-0.21568328363653982,-0.2951138053973213,-0.29138690711115084,0.31704809521644467,0.809050683940171,0.891699461577387,1.0
